year,province,university_name,major_group_code,major_group_name,major_name,batch,enrollment_count,subject_requirements,highest_score,lowest_score,average_score,lowest_rank,average_rank,notes
2024,上海,华东政法大学,11201,华东政法(01),法学(沪港交流涉外卓越法律人才实验班),普通本科,7,不限,582,567,571,4662,3998,
2024,上海,华东政法大学,11202,华东政法(02),法学(民商法方向),普通本科,101,不限,572,555,558,6832,6285,
2024,上海,华东政法大学,11202,华东政法(02),法学(刑事司法方向),普通本科,25,不限,572,549,551,7975,7592,
2024,上海,华东政法大学,11202,华东政法(02),法学(经济法方向),普通本科,78,不限,572,550,553,7798,7218,
2024,上海,华东政法大学,11202,华东政法(02),法学(国际金融法方向),普通本科,6,不限,572,560,562,5899,5544,
2024,上海,华东政法大学,11202,华东政法(02),法学(国际经济法方向),普通本科,92,不限,572,544,547,8973,8372,
2024,上海,华东政法大学,11202,华东政法(02),法学(刑事司法方向),普通本科,10,不限,572,548,552,8178,7412,
2024,上海,华东政法大学,11202,华东政法(02),知识产权(卓越人才实验班),普通本科,45,不限,572,546,549,8561,7975,
2024,上海,华东政法大学,11202,华东政法(02),司法鉴定学,普通本科,13,不限,572,546,550,8561,7798,
2024,上海,华东政法大学,11203,华东政法(03),经济学类,普通本科,103,不限,554,527,532,12860,11678,
2024,上海,华东政法大学,11203,华东政法(03),公共管理类,普通本科,48,不限,554,524,528,13538,12627,
2024,上海,华东政法大学,11203,华东政法(03),社会学类,普通本科,53,不限,554,529,534,12388,11234,
2024,上海,华东政法大学,11203,华东政法(03),新闻学(卓越人才实验班),普通本科,16,不限,554,534,537,11234,10538,
2024,上海,华东政法大学,11203,华东政法(03),新闻学,普通本科,5,不限,554,531,533,11919,11462,
2024,上海,华东政法大学,11203,华东政法(03),文化产业管理,普通本科,8,不限,554,533,534,11462,11234,
2024,上海,华东政法大学,11203,华东政法(03),网络与新媒体,普通本科,20,不限,554,530,534,12143,11234,
2024,上海,华东政法大学,11203,华东政法(03),汉语言文学,普通本科,16,不限,554,538,539,10306,10069,
2024,上海,华东政法大学,11203,华东政法(03),英语(涉外法商方向),普通本科,50,不限,554,524,529,13538,12388,
2024,上海,华东政法大学,11203,华东政法(03),翻译(涉外法商方向),普通本科,22,不限,554,524,528,13538,12627,
2024,上海,华东政法大学,11204,华东政法(04),计算机科学与技术(网络安全方向),普通本科,32,物化,546,537,539,10538,10069,
2024,上海,华东政法大学,11205,华东政法(05),日语(涉外法商方向),普通本科,21,不限,536,521,524,14281,13538,
2024,上海,华东政法大学,11205,华东政法(05),德语(涉外法商方向),普通本科,19,不限,536,522,525,14026,13276,
2024,上海,上海外国语大学,11301,上经贸大(01),国际经济与贸易(全英语),普通本科,32,不限,547,535,538,10985,10306,
2024,上海,上海外国语大学,11301,上经贸大(01),金融学(全英语),普通本科,44,不限,547,534,537,11234,10538,
2024,上海,上海外国语大学,11302,上经贸大(02),国际经济与贸易,普通本科,110,不限,551,512,520,16483,14532,
2024,上海,上海外国语大学,11302,上经贸大(02),经济学(国际投资方向),普通本科,47,不限,551,516,520,15485,14532,
2024,上海,上海外国语大学,11302,上经贸大(02),电子商务,普通本科,18,不限,551,513,516,16250,15485,
2024,上海,上海外国语大学,11302,上经贸大(02),物流管理(中外合作办学),普通本科,15,不限,551,513,517,16250,15249,
2024,上海,上海外国语大学,11302,上经贸大(02),国际商务(中外合作办学),普通本科,11,不限,551,514,515,15979,15734,
2024,上海,上海外国语大学,11302,上经贸大(02),国际经济发展合作,普通本科,8,不限,551,516,518,15485,15023,
2024,上海,上海外国语大学,11302,上经贸大(02),金融学(中外合作办学),普通本科,28,不限,551,516,521,15485,14281,
2024,上海,上海外国语大学,11302,上经贸大(02),保险学,普通本科,7,不限,551,515,518,15734,15023,
2024,上海,上海外国语大学,11302,上经贸大(02),投资学,普通本科,26,不限,551,513,517,16250,15249,
2024,上海,上海外国语大学,11302,上经贸大(02),财务管理,普通本科,31,不限,551,524,526,13538,13085,
2024,上海,上海外国语大学,11302,上经贸大(02),会计学,普通本科,16,不限,551,523,525,13763,13276,
2024,上海,上海外国语大学,11302,上经贸大(02),工商管理(国际企业管理方向),普通本科,19,不限,551,513,517,16250,15249,
2024,上海,上海外国语大学,11302,上经贸大(02),市场营销(国际营销方向),普通本科,28,不限,551,512,515,16483,15734,
2024,上海,上海外国语大学,11302,上经贸大(02),人力资源管理,普通本科,30,不限,551,512,515,16483,15734,
2024,上海,上海外国语大学,11302,上经贸大(02),文化产业管理,普通本科,16,不限,551,512,516,16483,15485,
2024,上海,上海外国语大学,11302,上经贸大(02),会计学(注册会计师方向),普通本科,83,不限,551,529,531,12388,11919,
2024,上海,上海外国语大学,11302,上经贸大(02),审计学(注册会计师方向),普通本科,71,不限,551,532,537,11678,10538,
2024,上海,上海外国语大学,11302,上经贸大(02),会展经济与管理(中外合作办学),普通本科,9,不限,551,515,519,15734,14753,
2024,上海,上海外国语大学,11302,上经贸大(02),旅游管理,普通本科,4,不限,551,514,515,15979,15734,
2024,上海,上海外国语大学,11303,上经贸大(03),英语(中外合作办学),普通本科,23,不限,545,514,518,15979,15023,
2024,上海,上海外国语大学,11303,上经贸大(03),英语(商务英语方向),普通本科,6,不限,545,513,513,16250,16250,
2024,上海,上海外国语大学,11303,上经贸大(03),法语(商务法语方向),普通本科,15,不限,545,512,515,16483,15734,
2024,上海,上海外国语大学,11303,上经贸大(03),日语(商务日语方向),普通本科,16,不限,545,512,515,16483,15734,
2024,上海,上海外国语大学,11303,上经贸大(03),法学(商法方向),普通本科,11,不限,545,533,537,11462,10538,
2024,上海,上海外国语大学,11303,上经贸大(03),新闻学(经济新闻报道方向),普通本科,11,不限,545,516,520,15485,14532,
2024,上海,上海外国语大学,11303,上经贸大(03),国际经贸规则,普通本科,16,不限,545,523,527,13763,12860,
2024,上海,上海外国语大学,11303,上经贸大(03),汉语国际教育(商务汉语方向),普通本科,6,不限,545,515,519,15734,14753,
2024,上海,上海外国语大学,11304,上经贸大(04),金融工程,普通本科,42,物,536,520,523,14532,13763,
2024,上海,上海外国语大学,11304,上经贸大(04),经济统计学,普通本科,23,物,536,519,522,14753,14026,
2024,上海,上海外国语大学,11304,上经贸大(04),信息管理与信息系统,普通本科,13,物,536,523,525,13763,13276,
2024,上海,上海外国语大学,11305,上经贸大(05),应用统计学,普通本科,75,物化,540,522,522,14026,14026,
2024,上海,上海外国语大学,11305,上经贸大(05),数据科学与大数据技术,普通本科,81,物化,540,522,528,14026,12627,
2024,上海,上海外国语大学,11305,上经贸大(05),人工智能,普通本科,94,物化,540,519,521,14753,14281,
2024,上海,上海海洋大学,11501,上海海大(01),水产类,普通本科,50,物化,529,502,508,19008,17567,
2024,上海,上海海洋大学,11501,上海海大(01),生物科学类,普通本科,14,物化,529,508,513,17567,16250,
2024,上海,上海海洋大学,11501,上海海大(01),海洋资源与环境,普通本科,22,物化,529,493,496,21226,20446,
2024,上海,上海海洋大学,11501,上海海大(01),环境科学与工程,普通本科,45,物化,529,492,495,21473,20693,
2024,上海,上海海洋大学,11501,上海海大(01),生态学,普通本科,10,物化,529,495,499,20693,19729,
2024,上海,上海海洋大学,11501,上海海大(01),海洋科学,普通本科,36,物化,529,493,499,21226,19729,
2024,上海,上海海洋大学,11502,上海海大(02),食品科学与工程类,普通本科,40,物化,521,498,504,19960,18539,
2024,上海,上海海洋大学,11502,上海海大(02),建筑环境与能源应用工程,普通本科,19,物化,521,494,496,20956,20446,
2024,上海,上海海洋大学,11502,上海海大(02),能源与动力工程,普通本科,9,物化,521,500,503,19486,18767,
2024,上海,上海海洋大学,11502,上海海大(02),包装工程,普通本科,7,物化,521,496,501,20446,19243,
2024,上海,上海海洋大学,11502,上海海大(02),生物制药,普通本科,7,物化,521,497,505,20203,18290,
2024,上海,上海海洋大学,11503,上海海大(03),计算机类,普通本科,70,物化,534,508,513,17567,16250,
2024,上海,上海海洋大学,11503,上海海大(03),人工智能,普通本科,10,物化,534,511,516,16761,15485,
2024,上海,上海海洋大学,11503,上海海大(03),机器人工程,普通本科,10,物化,534,508,510,17567,17049,
2024,上海,上海海洋大学,11503,上海海大(03),测控技术与仪器,普通本科,14,物化,534,506,507,18067,17795,
2024,上海,上海海洋大学,11503,上海海大(03),机械设计制造及其自动化,普通本科,52,物化,534,504,506,18539,18067,
2024,上海,上海海洋大学,11503,上海海大(03),电气工程及其自动化,普通本科,10,物化,534,509,513,17313,16250,
2024,上海,上海海洋大学,11503,上海海大(03),工业工程,普通本科,16,物化,534,504,506,18539,18067,
2024,上海,上海海洋大学,11504,上海海大(04),农林经济管理,普通本科,20,不限,518,486,492,23040,21473,
2024,上海,上海海洋大学,11504,上海海大(04),国际经济与贸易,普通本科,40,不限,518,491,496,21744,20446,
2024,上海,上海海洋大学,11504,上海海大(04),会计学,普通本科,29,不限,518,503,508,18767,17567,
2024,上海,上海海洋大学,11504,上海海大(04),金融学,普通本科,46,不限,518,491,496,21744,20446,
2024,上海,上海海洋大学,11504,上海海大(04),物流管理,普通本科,60,不限,518,487,490,22781,22003,
2024,上海,上海海洋大学,11504,上海海大(04),工商管理(食品经济管理方向),普通本科,39,不限,518,488,492,22514,21473,
2024,上海,上海海洋大学,11504,上海海大(04),行政管理,普通本科,60,不限,518,486,488,23040,22514,
2024,上海,上海海洋大学,11504,上海海大(04),社会工作,普通本科,34,不限,518,489,493,22270,21226,
2024,上海,上海海洋大学,11504,上海海大(04),英语,普通本科,63,不限,518,486,488,23040,22514,
2024,上海,上海海洋大学,11504,上海海大(04),日语,普通本科,57,不限,518,488,488,22514,22514,
2024,上海,上海海洋大学,11505,上海海大(05),信息管理与信息系统(中外合作办学),普通本科,100,物,506,488,493,22514,21226,
2024,上海,上海海洋大学,11506,上海海大(06),市场营销(中外合作办学),普通本科,130,不限,504,481,486,24337,23040,
2024,上海,上海戏剧学院,11601,上戏(01),戏剧影视文学,普通本科,4,不限,570,526,536,13085,10760,
2024,上海,上海戏剧学院,11601,上戏(01),戏剧影视导演,普通本科,4,不限,570,548,558,8178,6285,
2024,上海,上海戏剧学院,11601,上戏(01),戏剧学,普通本科,3,不限,570,528,529,12627,12388,
2024,上海,上海戏剧学院,11601,上戏(01),戏剧教育,普通本科,4,不限,570,533,538,11462,10306,
2024,上海,上海戏剧学院,11601,上戏(01),艺术管理,普通本科,8,不限,570,526,531,13085,11919,
2024,上海,上海戏剧学院,11601,上戏(01),广播电视编导,普通本科,4,不限,570,530,533,12143,11462,
2024,上海,上海戏剧学院,11601,上戏(01),影视摄影与制作,普通本科,4,不限,570,529,533,12388,11462,
2024,上海,上海电力大学,11701,上海电力(01),电气工程及其自动化,普通本科,137,物化,557,527,533,12860,11462,
2024,上海,上海电力大学,11701,上海电力(01),能源与动力工程,普通本科,21,物化,557,527,527,12860,12860,
2024,上海,上海电力大学,11702,上海电力(02),能源与动力工程,普通本科,11,物化,529,494,505,20956,18290,
2024,上海,上海电力大学,11702,上海电力(02),机械设计制造及其自动化,普通本科,28,物化,529,502,506,19008,18067,
2024,上海,上海电力大学,11702,上海电力(02),新能源科学与工程,普通本科,19,物化,529,502,508,19008,17567,
2024,上海,上海电力大学,11702,上海电力(02),储能科学与工程,普通本科,16,物化,529,503,511,18767,16761,
2024,上海,上海电力大学,11702,上海电力(02),能源互联网工程,普通本科,15,物化,529,521,521,14281,14281,
2024,上海,上海电力大学,11702,上海电力(02),电气工程及其自动化(中外合作办学),普通本科,21,物化,529,522,524,14026,13538,
2024,上海,上海电力大学,11702,上海电力(02),自动化,普通本科,64,物化,529,509,515,17313,15734,
2024,上海,上海电力大学,11702,上海电力(02),测控技术与仪器,普通本科,26,物化,529,496,500,20446,19486,
2024,上海,上海电力大学,11702,上海电力(02),核能科学与技术,普通本科,19,物化,529,495,498,20693,19960,
2024,上海,上海电力大学,11702,上海电力(02),计算机科学与技术,普通本科,39,物化,529,503,507,18767,17795,
2024,上海,上海电力大学,11702,上海电力(02),软件工程,普通本科,32,物化,529,500,502,19486,19008,
2024,上海,上海电力大学,11702,上海电力(02),信息安全,普通本科,24,物化,529,496,501,20446,19243,
2024,上海,上海电力大学,11702,上海电力(02),数据科学与大数据技术,普通本科,23,物化,529,498,501,19960,19243,
2024,上海,上海电力大学,11702,上海电力(02),通信工程,普通本科,23,物化,529,498,500,19960,19486,
2024,上海,上海电力大学,11702,上海电力(02),电子信息工程,普通本科,22,物化,529,502,506,19008,18067,
2024,上海,上海电力大学,11702,上海电力(02),光电信息科学与工程,普通本科,18,物化,529,495,498,20693,19960,
2024,上海,上海电力大学,11702,上海电力(02),集成电路设计与集成系统,普通本科,20,物化,529,495,499,20693,19729,
2024,上海,上海电力大学,11702,上海电力(02),能源服务工程,普通本科,38,物化,529,495,496,20693,20446,
2024,上海,上海电力大学,11702,上海电力(02),信息与计算科学,普通本科,25,物化,529,494,497,20956,20203,
2024,上海,上海电力大学,11702,上海电力(02),应用物理学,普通本科,20,物化,529,494,496,20956,20446,
2024,上海,上海电力大学,11703,上海电力(03),环境工程,普通本科,17,物化,503,484,489,23553,22270,
2024,上海,上海电力大学,11703,上海电力(03),化学工程与工艺,普通本科,24,物化,503,485,488,23293,22514,
2024,上海,上海电力大学,11703,上海电力(03),应用化学,普通本科,22,物化,503,484,487,23553,22781,
2024,上海,上海电力大学,11703,上海电力(03),新能源材料与器件,普通本科,36,物化,503,488,488,22514,22514,
2024,上海,上海电力大学,11704,上海电力(04),工程管理,普通本科,21,物,517,489,496,22270,20446,
2024,上海,上海电力大学,11704,上海电力(04),信息管理与信息系统,普通本科,25,物,517,492,501,21473,19243,
2024,上海,上海电力大学,11705,上海电力(05),工商管理,普通本科,35,不限,495,472,478,26492,25053,
2024,上海,上海电力大学,11705,上海电力(05),国际经济与贸易,普通本科,38,不限,495,474,479,26034,24795,
2024,上海,上海电力大学,11705,上海电力(05),经济学,普通本科,38,不限,495,473,477,26270,25299,
2024,上海,上海电力大学,11705,上海电力(05),英语,普通本科,36,不限,495,472,478,26492,25053,
2024,上海,上海音乐学院,11801,上海音乐(01),艺术管理,普通本科,37,史,520,497,505,20203,18290,
2024,上海,上海音乐学院,11802,上海音乐(02),艺术与科技(音乐科技与艺术方向),普通本科,40,不限,578,499,510,19729,17049,
2024,上海,上海大学,11901,上海大学(01),理科试验班(钱伟长学院培养),普通本科,15,物化,574,566,569,4841,4317,
2024,上海,上海大学,11901,上海大学(01),电子信息类(未来技术学院),普通本科,15,物化,574,564,566,5180,4841,
2024,上海,上海大学,11901,上海大学(01),数学与应用数学,普通本科,45,物化,574,556,560,6631,5899,
2024,上海,上海大学,11901,上海大学(01),智能制造工程,普通本科,35,物化,574,555,557,6832,6458,
2024,上海,上海大学,11901,上海大学(01),电子信息工程,普通本科,30,物化,574,558,561,6285,5731,
2024,上海,上海大学,11901,上海大学(01),通信工程,普通本科,45,物化,574,555,557,6832,6458,
2024,上海,上海大学,11901,上海大学(01),微电子科学与工程,普通本科,25,物化,574,557,560,6458,5899,
2024,上海,上海大学,11901,上海大学(01),人工智能,普通本科,25,物化,574,558,560,6285,5899,
2024,上海,上海大学,11901,上海大学(01),计算机科学与技术,普通本科,70,物化,574,559,562,6102,5544,
2024,上海,上海大学,11901,上海大学(01),数据科学与大数据技术,普通本科,30,物化,574,555,556,6832,6631,
2024,上海,上海大学,11901,上海大学(01),网络空间安全,普通本科,10,物化,574,555,558,6632,6285,
2024,上海,上海大学,11902,上海大学(02),电气类,普通本科,211,物化,562,542,548,9417,8178,
2024,上海,上海大学,11902,上海大学(02),材料类,普通本科,116,物化,562,538,542,10306,9417,
2024,上海,上海大学,11902,上海大学(02),电子信息类,普通本科,190,物化,562,540,542,9848,9417,
2024,上海,上海大学,11902,上海大学(02),通信工程(卓越工程师班),普通本科,10,物化,562,555,557,6832,6458,
2024,上海,上海大学,11902,上海大学(02),通信工程(卓越工程师班),普通本科,10,物化,562,554,555,7021,6832,
2024,上海,上海大学,11902,上海大学(02),机械工程,普通本科,25,物化,562,538,543,10306,9186,
2024,上海,上海大学,11902,上海大学(02),材料科学与工程(中外合作办学),普通本科,10,物化,562,538,543,10306,9186,
2024,上海,上海大学,11902,上海大学(02),信息工程(中外合作办学),普通本科,35,物化,562,540,544,9848,8973,
2024,上海,上海大学,11902,上海大学(02),电气工程及其自动化(中外合作办学),普通本科,15,物化,562,538,543,10306,9186,
2024,上海,上海大学,11902,上海大学(02),土木工程(中外合作办学),普通本科,15,物化,562,540,542,9848,9417,
2024,上海,上海大学,11902,上海大学(02),环境工程(中外合作办学),普通本科,15,物化,562,538,544,10306,8973,
2024,上海,上海大学,11903,上海大学(03),经济学类,普通本科,197,物,565,537,541,10538,9624,
2024,上海,上海大学,11903,上海大学(03),金融学,普通本科,20,物,565,549,553,7975,7218,
2024,上海,上海大学,11903,上海大学(03),会计学,普通本科,20,物,565,547,552,8372,7412,
2024,上海,上海大学,11904,上海大学(04),社会学类,普通本科,173,不限,563,540,547,9848,8372,
2024,上海,上海大学,11904,上海大学(04),社会学类,普通本科,10,不限,563,557,559,6458,6102,
2024,上海,上海大学,11904,上海大学(04),英语,普通本科,20,不限,563,540,543,9848,9186,
2024,上海,上海大学,11904,上海大学(04),法语,普通本科,5,不限,563,542,544,9417,8973,
2024,上海,上海大学,11904,上海大学(04),日语,普通本科,10,不限,563,540,540,9848,9848,
2024,上海,上海大学,11905,上海大学(05),金融学(中外合作办学),普通本科,56,不限,560,538,543,10306,9186,
2024,上海,上海大学,11905,上海大学(05),国际经济与贸易(中外合作办学),普通本科,20,不限,560,539,543,10069,9186,
2024,上海,上海大学,11905,上海大学(05),工商管理(中外合作办学),普通本科,24,不限,560,538,539,10306,10069,
2024,上海,上海大学,11906,上海大学(06),艺术管理,普通本科,4,不限,559,538,540,10306,9848,
2024,上海,上海大学,11906,上海大学(06),戏剧影视文学,普通本科,8,不限,559,537,544,10538,8973,
2024,上海,上海大学,11906,上海大学(06),广播电视编导,普通本科,17,不限,559,537,541,10538,9624,
2024,上海,上海中医药大学,12101,上海中医大(01),中医学(5+3一体化),普通本科,22,物化,571,558,562,6285,5544,
2024,上海,上海中医药大学,12101,上海中医大(01),中医学(5+3一体化针灸推拿英语方向),普通本科,3,物化,571,566,568,4841,4499,
2024,上海,上海中医药大学,12101,上海中医大(01),中医学(5+3一体化汇聚创新班),普通本科,8,物化,571,557,562,6458,5544,
2024,上海,上海中医药大学,12102,上海中医大(02),中药学(创新班),普通本科,8,物化,562,554,558,7021,6285,
2024,上海,上海中医药大学,12103,上海中医大(03),中医学(五年制),普通本科,20,物化,573,537,549,10538,7975,
2024,上海,上海中医药大学,12103,上海中医大(03),针灸推拿学,普通本科,20,物化,573,531,535,11919,10985,
2024,上海,上海中医药大学,12103,上海中医大(03),预防医学,普通本科,26,物化,573,530,533,12143,11462,
2024,上海,上海中医药大学,12103,上海中医大(03),中药学,普通本科,38,物化,573,528,533,12627,11462,
2024,上海,上海中医药大学,12104,上海中医大(04),药学(中外合作办学),普通本科,34,物化,538,518,523,15023,13763,
2024,上海,上海中医药大学,12104,上海中医大(04),听力与言语康复学,普通本科,21,物化,538,518,522,15023,14026,
2024,上海,上海中医药大学,12104,上海中医大(04),生物医学工程(中医信息与工程方向),普通本科,13,物化,538,528,532,12627,11678,
2024,上海,上海中医药大学,12104,上海中医大(04),智能医学工程,普通本科,10,物化,538,524,527,13538,12860,
2024,上海,上海中医药大学,12104,上海中医大(04),食品卫生与营养学,普通本科,3,物化,538,525,528,13276,12627,
2024,上海,上海中医药大学,12105,上海中医大(05),公共事业管理(卫生管理方向),普通本科,19,不限,547,517,522,15249,14026,
2024,上海,上海中医药大学,12106,上海中医大(06),护理学,普通本科,41,化,530,504,511,18539,16761,
2024,上海,上海应用技术大学,12201,上应大(01),机械设计制造及其自动化(卓越工程师计划试点班),普通本科,12,物化,501,475,479,25819,24795,
2024,上海,上海应用技术大学,12201,上应大(01),机械类,普通本科,48,物化,501,468,469,27525,27273,
2024,上海,上海应用技术大学,12201,上应大(01),电气工程及其自动化(卓越工程师计划试点班),普通本科,15,物化,501,476,484,25541,23553,
2024,上海,上海应用技术大学,12201,上应大(01),电子信息工程,普通本科,8,物化,501,475,477,25819,25299,
2024,上海,上海应用技术大学,12201,上应大(01),集成电路设计与集成系统,普通本科,16,物化,501,471,473,26748,26270,
2024,上海,上海应用技术大学,12201,上应大(01),机器人工程,普通本科,13,物化,501,469,473,27273,26270,
2024,上海,上海应用技术大学,12201,上应大(01),软件工程(卓越工程师计划试点班),普通本科,55,物化,501,471,475,26748,25819,
2024,上海,上海应用技术大学,12201,上应大(01),计算机科学与技术,普通本科,32,物化,501,470,473,26996,26270,
2024,上海,上海应用技术大学,12201,上应大(01),人工智能,普通本科,13,物化,501,469,475,27273,25819,
2024,上海,上海应用技术大学,12201,上应大(01),数学与应用数学,普通本科,20,物化,501,468,470,27525,26996,
2024,上海,上海应用技术大学,12201,上应大(01),光电信息科学与工程,普通本科,21,物化,501,468,469,27525,27273,
2024,上海,上海应用技术大学,12202,上应大(02),材料科学与工程(卓越工程师计划试点班),普通本科,20,物化,494,469,479,27273,24795,
2024,上海,上海应用技术大学,12202,上应大(02),材料科学与工程,普通本科,22,物化,494,464,469,28519,27273,
2024,上海,上海应用技术大学,12202,上应大(02),复合材料与工程,普通本科,21,物化,494,455,460,30715,29525,
2024,上海,上海应用技术大学,12202,上应大(02),材料物理,普通本科,8,物化,494,453,457,31179,30232,
2024,上海,上海应用技术大学,12202,上应大(02),化学工程与工艺(卓越工程师计划试点班),普通本科,27,物化,494,451,461,31665,29262,
2024,上海,上海应用技术大学,12202,上应大(02),给排水科学与工程,普通本科,15,物化,494,450,454,31904,30934,
2024,上海,上海应用技术大学,12202,上应大(02),环境工程,普通本科,29,物化,494,451,454,31665,30934,
2024,上海,上海应用技术大学,12202,上应大(02),应用化学,普通本科,31,物化,494,451,457,31665,30232,
2024,上海,上海应用技术大学,12202,上应大(02),制药工程,普通本科,25,物化,494,456,462,30473,29014,
2024,上海,上海应用技术大学,12202,上应大(02),食品科学与工程,普通本科,27,物化,494,459,465,29755,28294,
2024,上海,上海应用技术大学,12202,上应大(02),生物工程,普通本科,34,物化,494,450,458,31904,29994,
2024,上海,上海应用技术大学,12203,上应大(03),香料香精技术与工程,普通本科,57,物化,528,505,514,18290,15979,
2024,上海,上海应用技术大学,12203,上应大(03),化妆品技术与工程,普通本科,35,物化,528,505,510,18290,17049,
2024,上海,上海应用技术大学,12204,上应大(04),能源与动力工程,普通本科,28,物化,494,459,463,29755,28756,
2024,上海,上海应用技术大学,12204,上应大(04),土木工程,普通本科,28,物化,494,453,455,31179,30715,
2024,上海,上海应用技术大学,12204,上应大(04),建筑环境与能源应用工程,普通本科,24,物化,494,455,457,30715,30232,
2024,上海,上海应用技术大学,12204,上应大(04),安全工程,普通本科,9,物化,494,458,462,29994,29014,
2024,上海,上海应用技术大学,12204,上应大(04),通信工程(轨道通导技术方向),普通本科,14,物化,494,460,463,29525,28756,
2024,上海,上海应用技术大学,12204,上应大(04),车辆工程,普通本科,7,物化,494,459,465,29755,28294,
2024,上海,上海应用技术大学,12204,上应大(04),电气工程及其自动化(轨道供电牵引方向),普通本科,12,物化,494,462,465,29014,28294,
2024,上海,上海应用技术大学,12204,上应大(04),交通运输(铁路运输管理方向),普通本科,11,物化,494,459,464,29755,28519,
2024,上海,上海应用技术大学,12204,上应大(04),铁道工程,普通本科,11,物化,494,457,457,30232,30232,
2024,上海,上海应用技术大学,12205,上应大(05),园艺,普通本科,26,不限,482,443,454,33531,30934,
2024,上海,上海应用技术大学,12205,上应大(05),生态学,普通本科,13,不限,482,442,457,33781,30232,
2024,上海,上海应用技术大学,12206,上应大(06),机械设计制造及其自动化(中外合作办学),普通本科,3,物化,489,467,479,27778,24795,
2024,上海,上海应用技术大学,12206,上应大(06),电气工程及其自动化(中外合作办学),普通本科,3,物化,489,467,469,27778,27273,
2024,上海,上海应用技术大学,12206,上应大(06),应用化学(中外合作办学),普通本科,29,物化,489,453,459,31179,29755,
2024,上海,上海应用技术大学,12207,上应大(07),工程管理,普通本科,10,物,488,465,470,28294,26996,
2024,上海,上海应用技术大学,12207,上应大(07),信息管理与信息系统,普通本科,22,物,488,466,471,28028,26748,
2024,上海,上海应用技术大学,12207,上应大(07),大数据管理与应用,普通本科,11,物,488,465,471,28294,26748,
2024,上海,上海应用技术大学,12208,上应大(08),建筑学,普通本科,7,不限,487,466,469,28028,27273,
2024,上海,上海应用技术大学,12208,上应大(08),风景园林,普通本科,22,不限,487,467,475,27778,25819,
2024,上海,上海应用技术大学,12209,上应大(09),工商管理,普通本科,120,不限,491,460,462,29525,29014,
2024,上海,上海应用技术大学,12209,上应大(09),市场营销(中外合作办学),普通本科,39,不限,491,458,460,29994,29525,
2024,上海,上海应用技术大学,12209,上应大(09),英语,普通本科,35,不限,491,460,464,29525,28519,
2024,上海,上海应用技术大学,12209,上应大(09),德语,普通本科,37,不限,491,459,462,29755,29014,
2024,上海,上海应用技术大学,12209,上应大(09),劳动与社会保障,普通本科,21,不限,491,463,465,28756,28294,
2024,上海,上海应用技术大学,12209,上应大(09),文化产业管理,普通本科,21,不限,491,462,466,29014,28028,
2024,上海,上海应用技术大学,12209,上应大(09),社会工作,普通本科,20,不限,491,465,468,28294,27525,
2024,上海,上海应用技术大学,12210,上应大(10),园林,普通本科,25,生,489,464,470,28519,26996,
2024,上海,上海师范大学,12301,上海师大(01),汉语言文学(光启实验班),普通本科,10,不限,555,530,539,12143,10069,
2024,上海,上海师范大学,12301,上海师大(01),世界史,普通本科,15,不限,555,520,528,14532,12627,
2024,上海,上海师范大学,12301,上海师大(01),古典文献学,普通本科,14,不限,555,517,522,15249,14026,
2024,上海,上海师范大学,12301,上海师大(01),档案学,普通本科,10,不限,555,513,517,16250,15249,
2024,上海,上海师范大学,12301,上海师大(01),社会工作,普通本科,15,不限,555,506,508,18067,17567,
2024,上海,上海师范大学,12301,上海师大(01),法学,普通本科,27,不限,555,510,514,17049,15979,
2024,上海,上海师范大学,12301,上海师大(01),哲学,普通本科,15,不限,555,510,515,17049,15734,
2024,上海,上海师范大学,12301,上海师大(01),人力资源管理,普通本科,20,不限,555,507,510,17795,17049,
2024,上海,上海师范大学,12301,上海师大(01),英语,普通本科,15,不限,555,517,522,15249,14026,
2024,上海,上海师范大学,12301,上海师大(01),行政管理,普通本科,20,不限,555,505,508,18290,17567,
2024,上海,上海师范大学,12301,上海师大(01),法语,普通本科,10,不限,555,508,510,17567,17049,
2024,上海,上海师范大学,12301,上海师大(01),日语,普通本科,20,不限,555,506,513,18067,16250,
2024,上海,上海师范大学,12301,上海师大(01),旅游管理类,普通本科,20,不限,555,506,508,18067,17567,
2024,上海,上海师范大学,12301,上海师大(01),经济学(中外合作办学)(中美合作),普通本科,20,不限,555,505,507,18290,17795,
2024,上海,上海师范大学,12301,上海师大(01),经济学(中外合作办学)(中法合作),普通本科,15,不限,555,505,508,18290,17567,
2024,上海,上海师范大学,12301,上海师大(01),广告学(中外合作办学),普通本科,10,不限,555,505,506,18290,18067,
2024,上海,上海师范大学,12301,上海师大(01),新闻传播学类,普通本科,40,不限,555,511,513,16761,16250,
2024,上海,上海师范大学,12301,上海师大(01),应用心理学,普通本科,20,不限,555,513,517,16250,15249,
2024,上海,上海师范大学,12302,上海师大(02),地理科学类,普通本科,20,地,540,522,527,14026,12860,
2024,上海,上海师范大学,12303,上海师大(03),经济学,普通本科,20,物,519,503,510,18767,17049,
2024,上海,上海师范大学,12303,上海师大(03),金融学类,普通本科,51,物,519,512,516,16483,15485,
2024,上海,上海师范大学,12303,上海师大(03),财务管理,普通本科,35,物,519,505,510,18290,17049,
2024,上海,上海师范大学,12303,上海师大(03),信用管理,普通本科,10,物,519,504,505,18539,18290,
