年份,院校名称,专业组代码,专业组名称,专业列表,投档分数,投档排位
2024,浙江大学医学院,51601,浙大医学(01),临床医学(5+3一体化),580,2684
2024,浙江中医药大学,51701,浙江中医(01),"中医学(5+3一体化), 中医学, 中西医临床医学",535,10985
2024,浙江中医药大学,51702,浙江中医(02),临床医学,534,11234
2024,浙江中医药大学,51703,浙江中医(03),"康复治疗学, 听力与言语康复学",504,18539
2024,浙江中医药大学,51704,浙江中医(04),"食品卫生与营养学, 药学, 中药学",491,21744
2024,浙江中医药大学,51705,浙江中医(05),计算机科学与技术,490,22003
2024,浙江中医药大学,51706,浙江中医(06),"生物科学, 医学实验技术",497,20203
2024,浙江中医药大学,51707,浙江中医(07),护理学,500,19486
2024,浙江中医药大学,51708,浙江中医(08),健康服务与管理,492,21473
2024,温州大学,51801,温州大学(01),金融工程,477,25299
2024,温州大学,51802,温州大学(02),思想政治教育(师范类),500,19486
2024,温州大学,51803,温州大学(03),"国际经济与贸易, 法学, 学前教育(师范类), 汉语言文学(师范类), 日语, 翻译, 广告学, 建筑学, 工商管理, 财务管理",470,26996
2024,中国美术学院,51901,中国美院(01),工业设计,532,11678
2024,中国美术学院,51902,中国美院(02),"风景园林, 艺术学理论类, 艺术设计学",530,12143
2024,衢州学院,52001,衢州学院(01),"高分子材料与工程, 机器人工程",433,35806
2024,衢州学院,52002,衢州学院(02),互联网金融,437,34923
2024,合肥工业大学,53101,合肥工大(01),"数学与应用数学, 电气工程及其自动化, 电子信息工程, 微电子科学与工程",548,8178
2024,合肥工业大学,53102,合肥工大(02),"金融工程, 工商管理",522,14026
2024,合肥工业大学,53103,合肥工大(03),国际经济与贸易(中外合作办学),520,14532
2024,中国科学技术大学,53201,中国科大(01),"工科试验班, 理科试验班类",580,2684
2024,安徽大学,53301,安徽大学(01),"电气工程及其自动化, 电子信息工程, 数据科学与大数据技术",544,8973
2024,安徽大学,53302,安徽大学(02),"金融学, 法学类, 工商管理类",525,13276
2024,安徽大学,53303,安徽大学(03),"应用物理学(中外合作办学), 应用统计学(中外合作办学), 数字媒体技术(中外合作办学)",533,11462
2024,安徽工业大学,53401,安徽工大(01),"新能源汽车工程, 材料科学与工程, 冶金工程, 人工智能, 计算机科学与技术, 软件工程, 数据科学与大数据技术, 建筑环境与能源应用工程, 给排水科学与工程, 智能建造, 化学工程与工艺",441,33999
2024,安徽工业大学,53402,安徽工大(02),"经济学, 金融学, 国际经济与贸易, 法学, 英语, 会计学",444,33286
2024,安徽理工大学,53501,安徽理工(01),电子商务,438,34709
2024,安徽理工大学,53502,安徽理工(02),"金融学, 英语, 网络与新媒体, 会计学, 人力资源管理",444,33286
2024,安徽农业大学,53601,安徽农大(01),"生物科学类, 环境科学与工程类, 农学, 园艺, 植物保护, 茶学, 智慧农业, 生物育种科学, 动物科学, 林学, 食品卫生与营养学",425,37468
2024,安徽农业大学,53602,安徽农大(02),经济学,470,26996
2024,安徽医科大学,53701,安徽医大(01),临床医学,544,8973
2024,安徽师范大学,53801,安徽师大(01),"电子信息工程, 计算机科学与技术",486,23040
2024,安徽师范大学,53802,安徽师大(02),金融工程,484,23553
2024,安徽师范大学,53803,安徽师大(03),"经济学, 法学, 学前教育(师范类), 汉语言文学(师范类), 汉语国际教育, 新闻学, 会计学, 财务管理, 供应链管理",474,26034
2024,淮北师范大学,53901,淮北师大(01),"化学(师范类), 生物科学(师范类), 应用心理学(师范类), 材料物理, 通信工程, 光电信息科学与工程, 网络工程, 信息安全, 数据科学与大数据技术, 生物工程",406,41077
2024,淮北师范大学,53902,淮北师大(02),"经济学, 特殊教育(师范类), 英语(师范类), 日语, 商务英语, 会计学, 人力资源管理",436,35127
2024,滁州学院,54001,滁州学院(01),"国际经济与贸易, 英语, 商务英语, 工商管理, 市场营销, 财务管理, 旅游管理",432,36033
2024,安徽财经大学,54101,安徽财大(01),"金融学, 经济与贸易类, 会计学, 供应链管理",474,26034
2024,淮南师范学院,54201,淮南师院(01),人工智能,437,34923
2024,淮南师范学院,54202,淮南师院(02),"数字经济, 金融工程, 大数据管理与应用",434,35570
2024,淮南师范学院,54203,淮南师院(03),"学前教育(师范类), 英语(师范类), 商务英语, 新闻学, 广告学, 应用心理学(师范类)",434,35570
2024,安徽建筑大学,54301,安徽建筑(01),"应用化学, 高分子材料与工程",414,39641
2024,安徽建筑大学,54302,安徽建筑(02),地理信息科学,456,30473
2024,安徽建筑大学,54303,安徽建筑(03),"金融工程, 建筑学, 风景园林, 房地产开发与管理, 工程造价",434,35570
2024,安徽建筑大学,54304,安徽建筑(04),"经济学, 法学, 会计学, 财务管理, 人力资源管理, 劳动与社会保障, 土地资源管理, 城市管理",442,33781
2024,安徽科技学院,54401,安徽科技(01),"动物科学, 中药学",414,39641
2024,安徽科技学院,54402,安徽科技(02),"物流管理, 质量管理工程",437,34923
2024,安徽科技学院,54403,安徽科技(03),"建筑学, 城乡规划",435,35341
2024,合肥城市学院,54501,合肥城院(01),"建筑环境与能源应用工程, 智能建造",403,41594
2024,合肥城市学院,54502,合肥城院(02),"风景园林, 资产评估",403,41594
2024,安徽医科大学临床医学院,54601,安医临床(01),临床医学,433,35806
2024,安徽中医药大学,54701,安徽中医(01),"中医学, 针灸推拿学",521,14281
2024,安徽工程大学,54801,安徽工程(01),材料成型及控制工程,439,34482
2024,安徽工程大学,54802,安徽工程(02),"工商管理, 物流管理",439,34482
2024,厦门大学,56101,厦门大学(01),"理科试验班(海洋与生态环境类), 理科试验班(生命科学与药学类), 数学类, 统计学类, 电子信息类, 计算机类, 数据科学与大数据技术",573,3676
2024,厦门大学,56102,厦门大学(02),"人文科学试验班, 法学类, 外国语言文学类(外国语言文学类+会计学/财务管理), 外国语言文学类, 新闻传播学类",567,4662
2024,厦门大学,56103,厦门大学(03),"会计学, 经济学类",570,4158
2024,厦门大学,56104,厦门大学(04),"数学与应用数学(厦门大学马来西亚分校招生专业), 软件工程(厦门大学马来西亚分校招生专业), 网络空间安全(厦门大学马来西亚分校招生专业)",549,7975
2024,华侨大学,56201,华侨大学(01),"经济学类(中美121双学位班), 法学, 行政管理",470,26996
2024,福州大学,56301,福州大学(01),"机械设计制造及其自动化, 智能电网信息工程, 电子信息类, 人工智能, 软件工程",541,9624
2024,福州大学,56302,福州大学(02),"知识产权, 会计学, 公共事业管理",523,13763
2024,福建理工大学,56401,福建理工(01),"法学, 汉语言文学, 会计学",446,32860
2024,福建农林大学,56501,福建农林(01),"城乡规划, 公共管理类",449,32134
2024,集美大学,56601,集美大学(01),"机械设计制造及其自动化, 通信工程, 人工智能, 计算机科学与技术, 数据科学与大数据技术, 港口航道与海岸工程, 交通运输, 智慧交通, 船舶与海洋工程",451,31665
2024,集美大学,56602,集美大学(02),"数字经济, 工程管理, 应急管理, 电子商务",444,33286
2024,集美大学,56603,集美大学(03),"金融学, 国际经济与贸易, 法学, 日语, 翻译, 会计学, 审计学, 物流管理",469,27273
2024,福建医科大学,56701,福建医大(01),"临床医学, 医学检验技术",503,18767
2024,厦门医学院,56801,厦门医学(01),"临床医学, 口腔医学",501,19243
2024,泉州师范学院,56901,泉州师范(01),"计算机科学与技术, 物联网工程, 环境科学, 食品科学与工程",430,36436
2024,泉州师范学院,56902,泉州师范(02),英语,432,36033
2024,厦门理工学院,57001,厦门理工(01),"智能制造工程, 新能源材料与器件, 人工智能",440,34239
2024,厦门理工学院,57002,厦门理工(02),金融工程,442,33781
2024,厦门理工学院,57003,厦门理工(03),"城市管理, 会展经济与管理",449,32134
2024,厦门大学嘉庚学院,57101,厦大嘉庚(01),"电气工程及其自动化, 物联网工程, 环境科学与工程, 资源环境科学",417,39079
2024,厦门大学嘉庚学院,57102,厦大嘉庚(02),建筑学,412,39998
2024,厦门大学嘉庚学院,57103,厦大嘉庚(03),"财政学, 税收学, 金融学, 国际经济与贸易, 法学, 汉语言文学, 英语, 日语, 新闻学, 广播电视学, 广告学, 工商管理, 市场营销, 会计学, 财务管理, 国际商务, 文化产业管理, 行政管理, 物流管理, 电子商务",409,40573
2024,集美大学诚毅学院,57201,集美诚毅(01),"财政学, 金融学, 国际经济与贸易, 法学, 英语, 工商管理, 会计学, 供应链管理, 电子商务",403,41594
2024,福建农林大学金山学院,57301,闽农金山(01),"国际经济与贸易, 广告学, 工商管理, 人力资源管理, 旅游管理",405,41271
2024,福州外语外贸学院,57401,福州外贸(01),"人工智能, 数据科学与大数据技术",403,41594
2024,福州外语外贸学院,57402,福州外贸(02),"数字经济, 金融工程, 工程造价, 大数据管理与应用",403,41594
2024,福州外语外贸学院,57403,福州外贸(03),"金融学, 国际经济与贸易, 小学教育(师范类), 网络与新媒体, 财务管理, 审计学",403,41594
2024,南昌大学,59101,南昌大学(01),"生物科学, 电气工程及其自动化",534,11234
2024,南昌大学,59102,南昌大学(02),金融学,522,14026
2024,南昌大学,59103,南昌大学(03),临床医学(中外合作办学),548,8178
2024,华东交通大学,59201,华东交大(01),"机械设计制造及其自动化, 电气工程及其自动化, 土木工程",452,31399
2024,华东交通大学,59202,华东交大(02),"金融学, 会计学",474,26034
2024,东华理工大学,59301,东华理工(01),"计算机科学与技术, 数据科学与大数据技术, 网络空间安全, 测绘工程, 遥感科学与技术",439,34482
2024,东华理工大学,59302,东华理工(02),"国际经济与贸易, 市场营销, 会计学, 财务管理",439,34482
2024,南昌航空大学,59401,南昌航大(01),"测控技术与仪器, 物联网工程, 飞行器设计与工程",460,29525
2024,南昌航空大学,59402,南昌航大(02),"经济学, 法学, 英语, 新闻学, 工商管理, 公共事业管理, 电子商务",438,34709
2024,江西理工大学,59501,江西理工(01),"人工智能, 土木工程, 智能建造",436,35127
2024,江西理工大学,59502,江西理工(02),软件工程(软件开发方向),455,30715
2024,江西理工大学,59503,江西理工(03),"数字经济, 工程造价, 应急管理",434,35570
2024,江西理工大学,59504,江西理工(04),汉语国际教育,439,34482
2024,江西理工大学,59505,江西理工(05),"国际经济与贸易, 日语, 城乡规划, 人力资源管理",429,36629
2024,江西理工大学,59506,江西理工(06),电子科学与技术(中外合作办学),443,33531
2024,景德镇陶瓷大学,59601,景德陶瓷(01),文物保护技术,500,19486
2024,景德镇陶瓷大学,59602,景德陶瓷(02),"考古学, 文物与博物馆学, 文化遗产",456,30473
2024,景德镇陶瓷大学,59603,景德陶瓷(03),"法学, 艺术教育, 英语, 日语, 工商管理类",436,35127
2024,江西农业大学,59701,江西农大(01),"应用化学, 生物技术, 材料化学, 食品质量与安全, 植物保护, 种子科学与工程, 动物药学, 动植物检疫, 水产养殖学, 电子商务",428,36833
2024,江西农业大学,59702,江西农大(02),园林,448,32390
2024,江西农业大学,59703,江西农大(03),"风景园林, 土地资源管理",440,34239
2024,江西中医药大学,59801,江西中医(01),"药学, 中药制药",439,34482
2024,江西中医药大学,59802,江西中医(02),"中医学, 针灸推拿学, 中医骨伤科学, 中西医临床医学",483,23814
2024,赣南医科大学,59901,赣南医大(01),"生物技术, 生物医学工程(医学电子方向), 假肢矫形工程, 临床医学, 麻醉学, 食品卫生与营养学, 法医学, 医学影像技术",444,33286
2024,赣南医科大学,59902,赣南医大(02),"法学, 应用心理学, 健康服务与管理",435,35341
2024,江西师范大学,60001,江西师大(01),"数学与应用数学(师范类), 物理学(师范类), 化学类〔含化学(师范)、应用化学专业〕, 生物科学(师范类)",485,23293
2024,江西师范大学,60002,江西师大(02),思想政治教育(师范类),504,18539
2024,江西师范大学,60003,江西师大(03),地理科学类〔含地理科学(师范)、地理信息科学专业〕,515,15734
2024,江西师范大学,60004,江西师大(04),"汉语言文学(师范类), 英语(师范类), 新闻传播学类, 心理学类〔含心理学(师范)、应用心理学专业]",485,23293
2024,上饶师范学院,60102,上饶师院(02),学前教育(师范类),426,37259
2024,宜春学院,60201,宜春学院(01),药学,452,31399
2024,宜春学院,60202,宜春学院(02),"生物科学(师范类), 生物制药, 临床医学(在美容医学院就读,辅修医学美容技术), 临床医学, 麻醉学, 预防医学",418,38869
2024,宜春学院,60203,宜春学院(03),"护理学(在医学部就读), 护理学(在美容医学院就读,辅修医学美容技术)",435,35341
2024,宜春学院,60204,宜春学院(04),"数字经济, 数学经济",428,36833
2024,宜春学院,60205,宜春学院(05),"知识产权, 汉语言文学(师范类), 英语(师范类), 英语, 翻译, 广告学, 财务管理",425,37468
2024,赣南师范大学,60301,赣南师大(01),教育技术学(师范类),439,34482
2024,赣南师范大学,60302,赣南师大(02),"汉语言文学(师范类), 汉语国际教育(师范类)",468,27525
2024,赣南师范大学,60303,赣南师大(03),"地理科学(师范类), 人文地理与城乡规划, 地理信息科学",468,27525
2024,赣南师范大学,60304,赣南师大(04),"金融学, 法学, 小学教育(师范类), 日语, 应用心理学(师范类), 会计学",440,34239
2024,赣南师范大学,60305,赣南师大(05),广播电视编导,430,36436
2024,井冈山大学,60401,井冈山大(01),"数学与应用数学(师范类), 物理学(师范类), 生物科学",419,38662
2024,井冈山大学,60402,井冈山大(02),"小学教育(师范类), 汉语言文学(师范类), 英语, 广播电视编导",407,40915
2024,江西财经大学,60501,江西财大(01),"应用统计学, 数据科学, 计算机科学与技术, 软件工程, 软件工程(VR软件开发方向), 物联网工程, 网络空间安全, 虚拟现实技术",493,21226
2024,江西财经大学,60502,江西财大(02),"经济统计学, 数字经济, 金融工程, 精算学, 金融科技, 信息管理与信息系统(金融智能方向)",501,19243
2024,江西财经大学,60503,江西财大(03),"财政学, 金融学, 会计学(注册会计师方向), 财务管理",510,17049
2024,江西财经大学,60504,江西财大(04),"经济学类(数理经济方向), 财政学(智慧财政方向), 保险学(精算方向), 法学(法务会计方向), 会计学, 财务管理",509,17313
2024,江西财经大学,60505,江西财大(05),"金融学(CFA方向), 金融学(FRM方向), 金融学(国际投融资与金融方向), 国际经济与贸易(BA方向), 法学(涉外法治方向), 市场营销(国际营销方向), 会计学(国际会计方向), 会计学(ACCA方向), 会计学(CIMA方向)",498,19960
2024,江西财经大学,60506,江西财大(06),软件工程(中外合作办学),513,16250
2024,江西财经大学,60507,江西财大(07),数学经济(中外合作办学),486,23040
2024,江西科技学院,60601,江西科技(01),"智能制造工程, 人工智能",409,40573
2024,江西科技学院,60602,江西科技(02),"会计学, 广播电视编导",410,40401
2024,江西科技师范大学,60701,江西科师(01),"数学与应用数学(师范类), 材料化学",405,41271
2024,南昌工程学院,60702,江西科师(02),水利水电工程(中外合作办学),415,39454
2024,南昌工程学院,60703,江西科师(03),会计学(中外合作办学),469,27273
2024,南昌航空大学理工学院,60801,南昌工程(01),"机械设计制造及其自动化, 电子信息工程, 人工智能, 软件工程, 土木工程, 飞行器制造工程",436,35127
2024,南昌航空大学理工学院,60802,南昌工程(02),财务管理,428,36833
2024,南昌航空大学理工学院,60803,南昌工程(03),"英语, 市场营销, 会计学, 财务管理, 人力资源管理, 行政管理",430,36436
2024,景德镇陶瓷大学科技艺术学院,61001,九江学院(01),无机非金属材料工程,429,36629
2024,景德镇陶瓷大学科技艺术学院,61002,九江学院(02),网络与新媒体,427,37063
2024,南昌理工学院,61301,南昌工院(01),电子信息工程,411,40210
2024,南昌大学科学技术学院,61401,昌大科技(01),"金融学, 国际经济与贸易, 汉语言文学, 工商管理, 市场营销, 会计学, 财务管理",403,41594
2024,赣东学院,61601,赣东学院(01),"国际经济与贸易, 法学, 网络与新媒体, 会计学, 财务管理",428,36833
2024,南昌航空大学科技学院,61701,南航科技(01),"经济学, 新闻学, 工商管理, 会计学(大数据会计方向)",403,41594
2024,赣南科技学院,61801,赣南科院(01),数字经济,420,38443
2024,赣南科技学院,61802,赣南科院(02),"金融学, 国际经济与贸易, 英语, 工商管理, 电子商务",422,38053
2024,江西农业大学南昌商学院,62002,赣农商院(02),"汉语言, 商务英语, 新闻学, 人力资源管理, 审计学, 供应链管理, 电子商务",404,41433
2024,南昌医学院,62102,南昌医学(02),口腔医学,487,22781
2024,南昌医学院,62103,南昌医学(03),中西医临床医学,456,30473
2024,南昌医学院,62104,南昌医学(04),"药学, 中药学",429,36629
2024,南昌医学院,62105,南昌医学(05),"医学检验技术, 医学影像技术, 康复治疗学, 智能影像工程",424,37692
2024,南昌医学院,62106,南昌医学(06),针灸推拿学,449,32134
2024,南昌医学院,62107,南昌医学(07),"护理学, 助产学",435,35341
2024,南昌医学院,62108,南昌医学(08),"保险学(健康保险方向), 市场营销(医药营销方向), 养老服务管理",427,37063
2024,江西师范大学科学技术学院,62201,江师科技(01),人工智能,406,41077
2024,江西师范大学科学技术学院,62202,江师科技(02),"经济统计学, 数字经济",404,41433
2024,江西师范大学科学技术学院,62203,江师科技(03),"小学教育(师范类), 会计学",411,40210
2024,赣南师范大学科技学院,62301,赣师科技(01),"学前教育(师范类), 财务管理",403,41594
2024,江西财经大学现代经济管理学院,62401,江财经管(01),"金融学, 国际经济与贸易, 商务英语, 新闻学(新媒体方向), 会计学, 物流管理(智慧供应链方向)",405,41271
2024,江西财经大学现代经济管理学院,62402,江财经管(02),"经济统计学, 金融科技, 工科试验",403,41594
2024,南昌师范学院,62501,南昌师院(01),电子商务,423,37882
2024,江西应用科技学院,62601,赣应科院(01),会计学,417,39079
2024,江西工程学院,62701,江西工程(01),机器人工程,409,40573
2024,江西工程学院,62702,江西工程(02),人力资源管理,408,40752
2024,山东大学,64101,山东大学(01),"数学类, 物理学类, 电气工程及其自动化, 电子信息类(通信电子与光电方向), 人工智能, 计算机类(软件数媒与大数据方向), 网络空间安全, 口腔医学(5+3一体化)",570,4158
2024,山东大学,64102,山东大学(02),"经济学类, 中国语言文学类, 新闻传播学类, 考古学, 工商管理类",558,6285
2024,中国海洋大学,64201,中国海洋(01),"海洋科学, 生物科学类, 计算机类, 食品科学与工程类, 药学",551,7592
2024,中国海洋大学,64202,中国海洋(02),"国际经济与贸易, 新闻传播学类",547,8372
2024,中国海洋大学,64203,中国海洋(03),数学与应用数学(中外合作办学),556,6631
2024,中国海洋大学,64204,中国海洋(04),法学(中外合作办学),543,9186
2024,中国石油大学(华东),64301,石油华东(01),"机械类(智能装备工程方向), 光电信息科学与工程, 智能科学与技术",540,9848
2024,中国石油大学(华东),64302,石油华东(02),管理科学与工程类,534,11234
2024,中国石油大学(华东),64303,石油华东(03),工商管理类,526,13085
2024,山东大学威海分校,64401,山大威海(01),"电子信息类, 自动化类",569,4317
2024,山东大学威海分校,64402,山大威海(02),"经济学类, 工商管理类",553,7218
2024,哈尔滨工业大学(威海),64501,哈工威海(01),"工科试验班(电气与自动化方向), 工科试验班(机器人与智能装备类), 工科试验班(计算机与电子通信方向)",573,3676
2024,山东科技大学,64601,山东科大(01),"电气工程及其自动化, 物联网工程, 船舶与海洋工程",480,24562
2024,山东科技大学,64602,山东科大(02),"金融学, 国际经济与贸易",453,31179
2024,青岛科技大学,64701,青岛科大(01),"高分子材料与工程(橡胶工程方向), 电子信息科学与技术",466,28028
2024,青岛科技大学,64702,青岛科大(02),"德语, 广告学",442,33781
2024,济南大学,64801,济南大学(01),"自动化, 人工智能",488,22514
2024,济南大学,64802,济南大学(02),"金融学, 新闻传播学类, 旅游管理",463,28756
2024,青岛理工大学,64901,青岛理工(01),"工程力学, 计算机科学与技术, 网络空间安全, 给排水科学与工程, 环境设备工程",440,34239
2024,青岛理工大学,64902,青岛理工(02),建筑学,485,23293
2024,青岛理工大学,64903,青岛理工(03),"社会工作, 日语, 会计学",443,33531
2024,山东建筑大学,65001,山东建筑(01),工程造价,434,35570
2024,山东建筑大学,65002,山东建筑(02),"建筑学(中外合作办学), 城乡规划, 会计学",432,36033
2024,山东理工大学,65101,山东理工(01),金融学,447,32641
2024,青岛农业大学,65201,青岛农大(01),"智能科学与技术, 生物育种科学, 土地科学与技术, 林学, 水产养殖学, 水生动物医学",410,40401
2024,山东第二医科大学,65301,山东二医(01),"临床医学, 麻醉学",511,16761
2024,滨州医学院,65401,滨州医学(01),临床医学,506,18067
2024,济宁医学院,65501,济宁医学(01),"临床医学, 医学影像学, 精神医学, 中西医临床医学",477,25299
2024,山东师范大学,65601,山东师大(01),"化学(师范类), 生物科学(师范类), 计算机类",483,23814
2024,山东师范大学,65602,山东师大(02),"心理学类, 信息管理与信息系统",483,23814
2024,山东师范大学,65603,山东师大(03),思想政治教育(师范类),501,19243
2024,山东师范大学,65604,山东师大(04),地理科学(师范类),493,21226
2024,山东师范大学,65605,山东师大(05),"哲学, 金融学类, 法学, 中国语言文学类, 英语(师范类), 日语(师范类), 新闻传播学类, 历史学类(师范类), 工商管理类, 公共管理类",471,26748
2024,山东师范大学,65606,山东师大(06),广播电视编导,475,25819
2024,曲阜师范大学,65701,曲阜师大(01),生物科学(师范类),475,25819
2024,曲阜师范大学,65702,曲阜师大(02),汉语言文学(师范类),505,18290
2024,鲁东大学,65901,鲁东大学(01),"地理科学(师范类), 地理信息科学",422,38053
2024,鲁东大学,65902,鲁东大学(02),"经济学, 汉语国际教育",437,34923
2024,济宁学院,66001,济宁学院(01),生物制药,417,39079
2024,济宁学院,66002,济宁学院(02),汉语言文学,430,36436
2024,齐鲁医药学院,66101,齐鲁医药(01),"食品药品监督管理, 生物制药, 临床医学, 口腔医学, 药物制剂",406,41077
2024,齐鲁医药学院,66102,齐鲁医药(02),"护理学, 助产学",422,38053
2024,潍坊学院,66201,潍坊学院(01),"英语(师范类), 日语",421,38266
2024,山东交通学院,66301,山东交通(01),"法学, 财务管理",438,34709
2024,山东工商学院,66401,山东工商(01),"经济学, 工商管理, 会计学, 人力资源管理",432,36033
2024,山东石油化工学院,66501,山东石化(01),学前教育(师范类),419,38662
2024,聊城大学东昌学院,66601,聊城东昌(01),汉语言国际教育,404,41433
2024,青岛大学,66701,青岛大学(01),"计算机科学与技术, 临床医学",510,17049
2024,青岛大学,66702,青岛大学(02),经济学,492,21473
2024,青岛大学,66703,青岛大学(03),"法学, 德语, 西班牙语",482,24080
2024,青岛恒星科技学院,66801,青岛恒星(01),机器人工程,403,41594
2024,烟台大学,66901,烟台大学(01),"电子信息科学与技术, 人工智能",447,32641
2024,烟台大学,66902,烟台大学(02),"投资学, 国际经济与贸易, 知识产权",451,31665
2024,齐鲁工业大学,67001,齐鲁工大(01),"金融学, 法学",449,32134
2024,山东航空学院,67101,山东航空(01),交通运输(民航机务工程方向),431,36222
2024,山东航空学院,67102,山东航空(02),财务管理,435,35341
2024,山东中医药大学,67201,山东中医(01),"中医学, 针灸推拿学, 中西医临床医学, 药学, 中药学",495,20693
2024,北京交通大学(威海校区),67301,北交威海(01),工商管理(中外合作办学),531,11919
2024,华北水利水电大学,68101,华北水电(01),"统计学, 能源与动力工程",431,36222
2024,华北水利水电大学,68102,华北水电(02),大数据管理与应用,440,34239
2024,华北水利水电大学,68103,华北水电(03),"经济学, 国际经济与贸易, 市场营销, 会计学",434,35570
2024,郑州大学,68201,郑州大学(01),"生物科学类, 生物科学, 自动化类",535,10985
2024,郑州大学,68202,郑州大学(02),旅游管理类,526,13085
2024,郑州大学,68203,郑州大学(03),"法学, 新闻传播学类",527,12860
2024,河南理工大学,68301,河南理工(01),"机械设计制造及其自动化, 材料科学与工程, 通信工程, 土木工程, 测绘工程(导航方向)",433,35806
2024,河南理工大学,68302,河南理工(02),工业工程,442,33781
2024,河南理工大学,68303,河南理工(03),"金融学, 会计学",444,33286
2024,郑州轻工业大学,68401,郑州轻工(01),"化学工程与工艺, 食品质量与安全",414,39641
2024,郑州轻工业大学,68402,郑州轻工(02),"社会工作, 工商管理, 会计学, 电子商务",430,36436
2024,河南工业大学,68501,河南工大(01),"通信工程, 空间信息与数字技术",435,35341
2024,河南工业大学,68502,河南工大(02),"经济学, 财政学, 金融学, 国际经济与贸易, 法学, 英语, 翻译, 新闻学, 网络与新媒体, 会计学",432,36033
2024,河南工业大学,68503,河南工大(03),"生物技术(中外合作办学), 物联网工程(中外合作办学), 食品科学与工程(中外合作办学)",420,38443
2024,河南科技大学,68601,河南科大(01),"国际经济与贸易, 英语",438,34709
2024,中原工学院,68701,中原工院(01),"测控技术与仪器(中外合作办学), 电气工程及其自动化(中外合作办学), 软件工程(中外合作办学)",422,38053
2024,河南农业大学,68801,河南农大(01),轻工类(烟工类),461,29262
2024,河南农业大学,68802,河南农大(02),环境生态工程,429,36629
2024,河南农业大学,68803,河南农大(03),"经济学, 经济与金融",440,34239
2024,河南中医药大学,68901,河南中医(01),"中西医临床医学, 中药学类",445,33071
2024,新乡医学院,69001,新乡医学(01),临床医学,495,20693
2024,河南大学,69101,河南大学(01),"数学类[含数学与应用数学(师范)、统计学、金融数学、信息与计算科学专业], 生物科学类",486,23040
2024,河南大学,69102,河南大学(02),中国语言文学类(师范类),506,18067
2024,河南大学,69103,河南大学(03),地理科学类[含地理信息科学、人文地理与城乡规划(师范)专业],499,19729
2024,河南大学,69104,河南大学(04),"经济学类, 法学, 教育学, 翻译, 应用心理学(师范类), 工商管理, 公共管理类",482,24080
2024,河南大学,69105,河南大学(05),软件工程,488,22514
2024,南阳师范学院,69201,南阳师范(01),数字经济,418,38869
2024,南阳师范学院,69202,南阳师范(02),汉语国际教育(师范类),430,36436
2024,商丘师范学院,69301,商丘师范(01),"电气工程与智能化, 人工智能",424,37692
2024,商丘师范学院,69302,商丘师范(02),商丘师范(02),420,38443
2024,商丘师范学院,69303,商丘师范(03),"电子商务, 国际经济与贸易",424,37692
2024,安阳师范学院,69401,河南财政(01),"经济与贸易类, 法学, 特殊教育(师范类), 小学教育(师范类)",463,28756
2024,郑州航空工业管理学院,69501,郑州航空(01),旅游管理,422,38053
2024,郑州航空工业管理学院,69502,郑州航空(02),"法学, 英语(民航方向), 德语, 俄语",428,36833
2024,信阳师范学院,69601,洛阳理工(01),财务管理,424,37692
2024,洛阳师范学院,69701,安阳工院(01),电子商务,416,39269
2024,河南城建学院,69801,河南城建(01),城乡规划,418,38869
2024,河南城建学院,69802,河南城建(02),财务管理,422,38053
2024,河南师范大学,69901,河南师大(01),物理学类,468,27525
2024,河南师范大学,69902,河南师大(02),历史学(师范类),477,25299
2024,平顶山学院,70101,平顶学院(01),"国际经济与贸易, 商务英语",412,39998
2024,河南工程学院,70201,河南工院(01),"财务管理, 电子商务",424,37692
2024,新乡学院,70301,新乡学院(01),"材料制造工程, 机器人工程",420,38443
2024,中南民族大学,71101,中南民族(01),生物医学工程类,452,31399
2024,中南民族大学,71102,中南民族(02),"教育学, 外国语言文学类",462,29014
2024,武汉大学,71201,武汉大学(01),"工科试验班(电气类), 理科试验班(弘毅学堂), 数学类(数学国家拔尖学生培养基地), 物理学类(物理学国家拔尖学生培养基地), 电子信息类, 计算机类(计算机科学), 计算机科学与技术(军工涉密), 遥感科学与技术",578,2962
2024,武汉大学,71202,武汉大学(02),"文科试验班(弘毅学堂), 哲学类(哲学国家拔尖学生培养基地), 经济学类, 金融学类(弘毅学堂), 法学, 新闻传播学类(卓越新闻传播人才教育培养)",570,4158
2024,华中科技大学,71301,华中科大(01),"数学类, 物理学类, 机械类, 电气工程及其自动化, 电子信息类(电信学院), 电子信息类(集成电路学院), 光电信息科学与工程, 光电信息科学与工程(启明实验班), 人工智能(未来技术实验班), 自动化类, 计算机类(计算机学院), 计算机类(网安学院)",578,2962
2024,华中科技大学,71302,华中科大(02),"临床医学(八年制), 临床医学",578,2962
2024,中国地质大学(武汉),71401,地大武汉(01),测绘类,536,10760
2024,中国地质大学(武汉),71402,地大武汉(02),经济学类,528,12627
2024,武汉理工大学,71501,武汉理工(01),"数学类, 机械类(车辆方向), 材料类, 电子信息类, 自动化类, 计算机类, 管理科学与工程类(大数据管理与安全科学方向)",550,7798
2024,武汉理工大学,71502,武汉理工(02),"经济学类, 工商管理类",533,11462
2024,华中农业大学,71601,华中农大(01),"机械类, 生物工程类, 园艺, 动物科学",532,11678
2024,华中农业大学,71602,华中农大(02),大数据管理与应用,535,10985
