年份,院校名称,专业组代码,专业组名称,专业列表,投档分数,投档排位
2023,沈阳理工大学,33902,沈阳理工(02),信息管理与信息系统,438,34431
2023,沈阳理工大学,33903,沈阳理工(03),"金融学, 英语, 会计学",432,35697
2023,辽宁科技大学,34001,辽宁科大(01),"数据计算及应用, 机械电子工程, 冶金工程, 能源与动力工程, 软件工程, 物联网工程, 化学工程与工艺",421,37931
2023,辽宁工程技术大学,34101,辽宁工程(01),"车辆工程, 电子信息工程, 环境工程",433,35473
2023,辽宁工程技术大学,34102,辽宁工程(02),"金融学, 法学, 劳动与社会保障",431,35904
2023,辽宁石油化工大学,34201,辽宁石化(01),"数学与应用数学, 高分子材料与工程, 油气储运工程, 环境工程",422,37730
2023,沈阳化工大学,34301,沈阳化工(01),"应用化学, 高分子材料与工程, 计算机科学与技术, 网络工程, 化学工程与工艺",428,36503
2023,大连交通大学,34401,大连交大(01),"机械工程, 车辆工程, 电气工程及其自动化, 电子信息工程, 土木工程",438,34431
2023,大连交通大学,34402,大连交大(02),工商管理,439,34170
2023,沈阳建筑大学,34601,沈阳建筑(01),"智能制造工程, 电气工程及其自动化, 人工智能, 计算机科学与技术, 土木工程, 给排水科学与工程",494,21165
2023,沈阳建筑大学,34602,沈阳建筑(02),"工程管理, 房地产开发与管理",427,36712
2023,沈阳农业大学,34701,沈阳农大(01),"大气科学, 机械设计制造及其自动化, 电子信息工程, 环境科学, 食品科学与工程, 园艺, 设施农业科学与工程, 动物医学",452,31347
2023,大连海洋大学,34801,大连海洋(01),"机械设计制造及其自动化, 能源与动力工程, 船舶与海洋工程",436,34853
2023,大连海洋大学,34802,大连海洋(02),经济与金融,437,34625
2023,中国医科大学,34901,中国医大(01),"临床医学, 医学影像学",539,10105
2023,中国医科大学,34902,中国医大(02),药物制剂(中外合作办学),491,21932
2023,锦州医科大学,35001,锦州医大(01),"临床医学, 麻醉学, 医学影像学, 口腔医学",480,24548
2023,锦州医科大学,35002,锦州医大(02),运动康复(中外合作办学),436,34853
2023,大连医科大学,35101,大连医科(01),临床医学(5+3一体化),536,10808
2023,沈阳药科大学,35201,沈阳药大(01),"生物制药, 药学",521,14416
2023,辽宁师范大学,35301,辽宁师大(01),计算机科学与技术(师范类),459,29706
2023,辽宁师范大学,35302,辽宁师大(02),英语(中外合作办学),438,34431
2023,东北财经大学,35401,东北财大(01),"财政学类, 金融学类, 保险学, 会计学(注册会计师方向), 会计学(国际会计方向)",517,15390
2023,东北财经大学,35402,东北财大(02),"金融学(中外合作办学), 会计学(中外合作办学)",515,15916
2023,大连大学,35601,大连大学(01),"工业设计, 生物工程",446,32676
2023,大连大学,35602,大连大学(02),会计学,450,31821
2023,沈阳工程学院,35701,沈阳工程(01),能源与动力工程〔本科学术互认课程项目(应用型)〕,429,36303
2023,大连理工大学城市学院,35802,理大城市(02),"英语, 网络与新媒体, 工商管理",420,38092
2023,辽宁何氏医学院,36001,辽宁何氏(01),"生物医学工程, 临床医学, 药学, 眼视光学",410,39977
2023,大连东软信息学院,36101,大连东软(01),"人工智能, 计算机科学与技术, 物联网工程",405,40830
2023,辽宁中医药大学,36201,辽宁中医(01),中医学(5+3一体化),514,16172
2023,吉林大学,37101,吉林大学(01),"数学类, 物理学类, 生物科学类, 机械工程, 车辆工程(新能源汽车与智能汽车方向), 车辆工程(饶斌班,新能源汽车与智能网联汽车方向), 通信工程, 人工智能, 计算机科学与技术, 临床医学(5+3一体化,白求恩第三临床医学院)",566,4600
2023,吉林大学,37102,吉林大学(02),"汉语言文学, 考古学(匡亚明班,拔尖学生培养基地), 考古学",560,5664
2023,吉林大学,37103,吉林大学(03),"法学(涉外法治人才试验班), 法学",563,5080
2023,东北师范大学,37201,东北师大(01),"物理学类〔含物理学(师范)、电子信息科学与技术、材料物理专业〕, 生物科学类〔含生物科学(师范)、生物技术专业]",520,14672
2023,东北师范大学,37202,东北师大(02),"经济学类, 汉语言文学(师范类), 德语(师范类)",536,10808
2023,东北师范大学,37203,东北师大(03),会计学(中外合作办学),440,33965
2023,延边大学,37301,延边大学(01),"机械设计制造及其自动化, 电子信息工程, 临床医学, 麻醉学",485,23334
2023,延边大学,37302,延边大学(02),工商管理,481,24317
2023,长春理工大学,37401,长春理工(01),"数学类, 应用物理学, 机械设计制造及其自动化, 机械电子工程, 过程装备与控制工程, 测控技术与仪器, 新能源材料与器件, 电气工程及其自动化, 电子信息工程, 通信工程, 光电信息科学与工程(理学方向), 光电信息科学与工程(工学方向), 计算机科学与技术, 探测制导与控制技术",471,26866
2023,长春理工大学,37402,长春理工(02),金融工程,438,34431
2023,东北电力大学,37501,东北电力(01),"电气工程及其自动化, 智能电网信息工程",489,22397
2023,长春工业大学,37601,长春工大(01),"高分子材料与工程, 化学工程与工艺",426,36906
2023,北华大学,37701,北华大学(01),电气工程及其自动化,434,35259
2023,北华大学,37702,北华大学(02),"小学教育(师范类), 网络与新媒体",436,34853
2023,吉林师范大学,37801,吉林师大(01),网络空间安全,418,38467
2023,吉林师范大学,37802,吉林师大(02),"国际经济与贸易, 教育学(师范类), 小学教育(师范类), 新闻学, 编辑出版学",439,34170
2023,吉林财经大学,37901,吉林财大(01),"统计学, 计算机科学与技术",451,31584
2023,长春工程学院,38201,长春工程(01),"电气工程及其自动化, 电子信息工程, 计算机科学与技术, 软件工程",422,37730
2023,吉林工商学院,38301,吉林工商(01),计算机科学与技术,421,37931
2023,长春中医药大学,38401,长春中医(01),"临床医学, 中医学, 针灸推拿学, 中药学, 康复治疗学",488,22656
2023,东北林业大学,39101,东北林大(01),"生物科学类, 食品科学与工程, 林学类",518,15161
2023,哈尔滨工业大学,39201,哈工大(01),工科试验班(院士特色班、未来技术拔尖班),576,2962
2023,哈尔滨工业大学,39202,哈工大(02),应用物理学(中外合作办学),563,5080
2023,哈尔滨工业大学,39203,哈工大(03),大数据管理与应用(中外合作办学),563,5080
2023,哈尔滨工程大学,39301,哈工程(01),"智能制造工程, 自动化类, 计算机类, 海洋工程类",546,8464
2023,黑龙江大学,39401,黑龙江大(01),"网络工程, 环境科学, 生物工程",434,35259
2023,黑龙江大学,39402,黑龙江大(02),信息管理与信息系统,438,34431
2023,黑龙江大学,39403,黑龙江大(03),"社会学, 应用心理学, 行政管理, 电子商务, 旅游管理",440,33965
2023,哈尔滨理工大学,39501,哈理工(01),"应用物理学, 工程力学, 机械设计制造及其自动化, 机械电子工程, 工业设计, 测控技术与仪器, 材料化学, 高分子材料与工程, 能源与动力工程, 储能科学与工程, 电气工程及其自动化, 通信工程, 自动化, 机器人工程, 计算机科学与技术, 软件工程, 数据科学与大数据技术, 网络空间安全, 土木工程, 化学工程与工艺, 安全工程",428,36503
2023,黑龙江科技大学,39601,黑科大(01),"经济学, 金融学, 国际经济与贸易, 汉语言文学, 英语, 工商管理, 市场营销, 会计学, 财务管理",421,37931
2023,东北石油大学,39701,东北石油(01),"化学, 能源与动力工程, 网络空间安全, 化学工程与工艺, 环境工程",429,36303
2023,东北石油大学,39702,东北石油(02),"国际经济与贸易, 英语, 工商管理, 会计学, 行政管理",439,34170
2023,佳木斯大学,39801,佳木斯大(01),临床医学,451,31584
2023,东北农业大学,39901,东北农大(01),食品科学与工程类,502,19158
2023,东北农业大学,39902,东北农大(02),金融学类,510,17139
2023,哈尔滨医科大学,40001,哈医大(01),精神医学,539,10105
2023,哈尔滨医科大学,40002,哈医大(02),"药物制剂, 中药学, 医学检验技术, 医学影像技术, 康复治疗学",475,25848
2023,哈尔滨医科大学,40003,哈医大(03),"临床医学(5+3一体化), 临床医学, 医学影像学, 口腔医学",497,20398
2023,哈尔滨医科大学,40004,哈医大(04),护理学(护理学与公共事业管理双学位),482,24077
2023,哈尔滨医科大学,40005,哈医大(05),护理学,478,25081
2023,哈尔滨师范大学,40101,哈师大(01),"数学与应用数学(师范类), 电子信息科学与技术",432,35697
2023,哈尔滨师范大学,40102,哈师大(02),汉语言文学(师范类),497,20398
2023,哈尔滨师范大学,40103,哈师大(03),英语(师范类),486,23115
2023,齐齐哈尔大学,40201,齐齐哈尔(01),"材料类, 电气工程及其自动化, 电子信息类, 计算机类, 化工与制药类, 轻工类, 食品科学与工程",420,38092
2023,齐齐哈尔大学,40202,齐齐哈尔(02),汉语言文学,421,37931
2023,齐齐哈尔大学,40203,齐齐哈尔(03),"国际经济与贸易, 日语, 工商管理类",424,37331
2023,哈尔滨商业大学,40301,哈商大(01),"统计学, 计算机科学与技术, 数据科学与大数据技术, 制药工程, 食品科学与工程",426,36906
2023,哈尔滨商业大学,40302,哈商大(02),"财政学, 税收学, 金融学, 投资学, 国际经济与贸易, 工商管理, 会计学",432,35697
2023,哈尔滨金融学院,40401,哈金融(01),电子商务,416,38855
2023,齐齐哈尔医学院,40501,齐医学院(01),"预防医学, 药学, 药物制剂, 临床药学",440,33965
2023,齐齐哈尔医学院,40502,齐医学院(02),生物医学工程,431,35904
2023,齐齐哈尔医学院,40503,齐医学院(03),"临床医学, 精神医学",428,36503
2023,齐齐哈尔医学院,40504,齐医学院(04),护理学,424,37331
2023,齐齐哈尔医学院,40505,齐医学院(05),"社会工作, 应用心理学, 公共事业管理",426,36906
2023,南京大学,42101,南京大学(01),"技术科学试验班, 理科试验班类(数理科学类), 理科试验班(匡亚明学院大理科班), 电子信息类, 人工智能, 计算机科学与技术, 软件工程(国家特色化软件学院实验班)",580,2393
2023,南京大学,42102,南京大学(02),"经济管理试验班(数智经济与管理方向), 汉语言文学, 英语",580,2393
2023,东南大学,42201,东南大学(01),"工科试验班(吴健雄班), 电子信息类, 计算机类",572,3586
2023,中国矿业大学,42301,中国矿大(01),"电气工程及其自动化, 人工智能",541,9655
2023,中国矿业大学,42302,中国矿大(02),大数据管理与应用,536,10808
2023,河海大学,42401,河海大学(01),"机械工程, 电气工程及其自动化, 机器人工程, 计算机科学与技术, 物联网工程, 智能科学与技术, 水利水电工程, 水文与水资源工程, 港口航道与海岸工程, 船舶与海洋工程",543,9179
2023,河海大学,42402,河海大学(02),"金融工程, 信息管理与信息系统",537,10565
2023,河海大学,42403,河海大学(03),"英语, 人力资源管理",537,10565
2023,江南大学,42501,江南大学(01),"工业设计, 物联网工程",543,9179
2023,江南大学,42502,江南大学(02),"食品科学与工程, 食品质量与安全, 食品营养与健康",534,11276
2023,江南大学,42503,江南大学(03),"国际经济与贸易, 法学, 英语, 英语(涉外法治人才卓越创新班), 日语(涉外法治人才卓越创新班), 会计学",538,10340
2023,江南大学,42504,江南大学(04),食品科学与工程(中外合作办学),520,14672
2023,江南大学,42505,江南大学(05),工商管理(中外合作办学),537,10565
2023,南京农业大学,42601,南京农大(01),"环境科学与工程类, 食品科学与工程类, 园艺, 植物保护, 动物科学, 动物医学类",527,12910
2023,南京农业大学,42602,南京农大(02),"金融学, 投资学, 国际经济与贸易, 社会学类, 英语, 工商管理类, 会计学, 公共管理类",531,11977
2023,中国药科大学,42701,中国药大(01),"生物统计学, 化工与制药类, 生物制药(拔尖创新班), 生物制药, 药学类, 药事管理, 海洋药学, 中药学类, 生物医药数据科学",554,6846
2023,中国药科大学,42702,中国药大(02),临床药学(中外合作办学),553,7041
2023,中国人民大学(苏州校区),42801,人大苏州(01),数学与应用数学(中外合作办学)(人大索邦数学拔尖实验班),571,3741
2023,中国人民大学(苏州校区),42802,人大苏州(02),"国民经济管理(中外合作办学), 金融学(中外合作办学), 传播学(中外合作办学)(国际传播拔尖创新班)",576,2962
2023,南京航空航天大学,42901,南京航大(01),"机械工程, 车辆工程, 电子信息类, 自动化, 交通运输(空中交通管制与签派方向), 航空航天类, 飞行器适航技术",540,9864
2023,南京航空航天大学,42902,南京航大(02),交通运输(中外合作办学)(机场运行与管理方向),561,5453
2023,南京理工大学,43001,南京理工(01),"机械类(钱学森学院), 机械类, 材料类, 能源动力类, 电子信息类, 微电子科学与工程, 计算机类",555,6649
2023,苏州大学,43101,苏州大学(01),"数学类〔含数学与应用数学、数学与应用数学(师范)专业〕, 生物技术, 机械工程, 机械电子工程, 智能制造工程, 材料类, 纳米材料与技术, 新能源材料与器件, 通信工程, 光电信息科学与工程, 智能测控工程, 机器人工程, 软件工程, 数据科学与大数据技术, 服装设计与工程, 临床医学, 放射医学, 药学",546,8464
2023,苏州大学,43102,苏州大学(02),运动康复,547,8255
2023,苏州大学,43103,苏州大学(03),护理学,567,4425
2023,苏州大学,43104,苏州大学(04),"汉语言文学, 汉语言文学(师范类)",552,7242
2023,苏州大学,43105,苏州大学(05),"财政学, 法学, 社会工作, 网络与新媒体, 建筑学",550,7651
2023,江苏科技大学,43201,江苏科大(01),"应用统计学, 计算机类, 港口航道与海岸工程, 海洋工程类, 生物工程",464,28564
2023,江苏科技大学,43202,江苏科大(02),"公共事业管理, 旅游管理",464,28564
2023,江苏科技大学,43203,江苏科大(03),船舶与海洋工程(中外合作办学),479,24801
2023,南京工业大学,43301,南京工大(01),"智能制造工程, 测控技术与仪器, 无机非金属材料工程, 电气工程及其自动化, 通信工程, 光电信息科学与工程, 建筑电气与智能化, 智能建造, 化学工程与工艺, 制药工程(中外合作办学)",495,20893
2023,南京工业大学,43302,南京工大(02),"信息管理与信息系统, 工程管理, 工业工程",519,14925
2023,南京工业大学,43303,南京工大(03),"金融学, 法学, 汉语国际教育, 西班牙语, 历史建筑保护工程, 工商管理, 会计学",518,15161
2023,常州大学,43401,常州大学(01),"高分子材料与工程, 化学工程与工艺, 安全工程",462,29013
2023,常州大学,43402,常州大学(02),"市场营销, 人力资源管理",476,25585
2023,南京邮电大学,43501,南京邮电(01),"电子信息工程, 电子科学与技术, 通信工程, 光电信息科学与工程, 网络工程, 信息安全",544,8940
2023,南京林业大学,43601,南京林大(01),"生物技术, 工业设计, 计算机科学与技术, 环境工程",505,18398
2023,南京林业大学,43602,南京林大(02),数字经济,514,16172
2023,南京林业大学,43603,南京林大(03),园林,508,17631
2023,江苏大学,43701,江苏大学(01),"机械电子工程, 车辆工程, 智能制造工程, 新能源汽车工程, 电子信息工程, 自动化, 计算机科学与技术, 软件工程",491,21932
2023,江苏大学,43702,江苏大学(02),"金融学, 法学, 英语(师范类), 日语, 会计学, 人力资源管理, 物流管理",522,14182
2023,南京信息工程大学,43801,南京信息(01),大气科学类,542,9418
2023,南京信息工程大学,43802,南京信息(02),"信息工程(中外合作办学), 大气科学(中外合作办学), 软件工程(中外合作办学), 物联网工程(中外合作办学), 数据科学与大数据技术(中外合作办学)",521,14416
2023,南京信息工程大学,43803,南京信息(03),国际经济与贸易(中外合作办学),519,14925
2023,南通大学,43901,南通大学(01),"临床医学, 预防医学, 医学检验技术",495,20893
2023,南通大学,43902,南通大学(02),教育技术学(师范类),532,11739
2023,南通大学,43903,南通大学(03),"学前教育(师范类), 小学教育(师范类), 商务英语",517,15390
2023,盐城工学院,44001,盐城工院(01),"电气工程及其自动化, 城市地下空间工程",447,32460
2023,南京医科大学,44101,南京医大(01),"临床医学(5+3一体化,儿科学方向), 临床医学, 口腔医学, 预防医学, 临床药学",471,26866
2023,南京医科大学,44102,南京医大(02),"生物统计学, 康复治疗学, 卫生检验与检疫, 智能医学工程, 护理学",523,13919
2023,南京医科大学,44103,南京医大(03),公共事业管理(卫生事业管理方向),523,13919
2023,南京中医药大学,44201,南京中医(01),"中医学(5+3一体化,拔尖创新人才培养模式改革), 中医学",541,9655
2023,南京中医药大学,44202,南京中医(02),"中药学类, 康复治疗学",516,15632
2023,南京师范大学,44301,南京师大(01),"化学类[含化学(师范、非师范)、应用化学专业], 海洋资源与环境",543,9179
2023,南京师范大学,44302,南京师大(02),历史学类(含历史学(师范、非师范)、考古学专业〕,553,7041
2023,南京师范大学,44303,南京师大(03),"学前教育(师范类), 小学教育(师范类)",538,10340
2023,淮阴师范学院,44401,淮阴师范(01),"知识产权, 学前教育(师范类), 汉语国际教育, 广告学",424,37331
2023,盐城师范学院,44501,盐城师范(01),应用心理学,445,32897
2023,南京财经大学,44601,南京财大(01),"经济学, 财政学类, 国际经济与贸易, 社会工作, 英语, 法语, 广告学, 工商管理类, 工商管理, 工商管理(中外合作办学)(环境商务方向), 行政管理, 劳动与社会保障, 物流管理, 旅游管理",496,20653
2023,南京财经大学,44602,南京财大(02),"金融工程, 管理科学, 大数据管理与应用",486,23115
2023,苏州科技大学,44801,苏州科大(01),"生物技术, 机械设计制造及其自动化, 机械电子工程, 材料化学, 功能材料, 土木工程, 建筑环境与能源应用工程, 智能建造",499,19921
2023,苏州科技大学,44802,苏州科大(02),"英语, 日语, 建筑学",496,20653
2023,苏州科技大学,44803,苏州科大(03),"机械设计制造及其自动化(中外合作办学), 土木工程(中外合作办学)",468,27576
2023,苏州科技大学,44804,苏州科大(04),工程管理(中外合作办学),468,27576
2023,苏州科技大学,44805,苏州科大(05),物流管理(中外合作办学),483,23814
2023,常熟理工学院,44901,常熟理工(01),"经济与金融, 学前教育(师范类), 小学教育(师范类), 英语(师范类), 英语, 德语, 日语, 财务管理",446,32676
2023,金陵科技学院,45001,金陵科技(01),"机械设计制造及其自动化, 车辆工程, 软件工程, 物联网工程, 建筑电气与智能化, 食品科学与工程",440,33965
2023,金陵科技学院,45002,金陵科技(02),"古典文献学, 英语, 城乡规划, 市场营销, 会计学",445,32897
2023,徐州工程学院,45101,徐州工程(01),机械设计制造及其自动化,439,34170
2023,徐州工程学院,45102,徐州工程(02),"工程管理, 物流工程",446,32676
2023,常州工学院,45201,常州工院(01),"日语, 电子商务",432,35697
2023,扬州大学,45301,扬州大学(01),"数学与应用数学(师范类), 生物技术, 高分子材料与工程, 电气工程及其自动化, 电子信息工程, 给排水科学与工程, 水文与水资源工程, 环境工程, 生物制药, 动物医学",508,17631
2023,扬州大学,45302,扬州大学(02),"经济学, 法学, 汉语言文学(师范类), 汉语国际教育, 广播电视学, 工商管理",505,18398
2023,南京工程学院,45401,南京工程(01),"电子信息工程, 人工智能, 机器人工程, 计算机科学与技术",447,32460
2023,南京工程学院,45402,南京工程(02),"工程管理, 大数据管理与应用",460,29469
2023,南京工程学院,45403,南京工程(03),"国际经济与贸易, 会计学, 财务管理, 物流管理",440,33965
2023,南京审计大学,45501,南京审计(01),"财政学, 税收学, 投资学, 金融审计, 国际经济与贸易, 法学, 法学(法务金融方向), 法学(法务会计方向), 汉语国际教育, 英语, 会计学, 财务管理, 人力资源管理, 审计学",502,19158
2023,南京审计大学,45502,南京审计(02),"金融工程(中外合作办学), 信息管理与信息系统(中外合作办学)",513,16423
2023,南京审计大学,45503,南京审计(03),审计学(中外合作办学),485,23334
2023,江苏理工学院,45601,江苏理工(01),"物联网工程, 环境工程",441,33766
2023,江苏理工学院,45602,江苏理工(02),"金融学, 会计学",454,30852
2023,江苏理工学院,45603,江苏理工(03),机械设计制造及其自动化(中外合作办学),444,33094
2023,江苏海洋大学,45701,江苏海大(01),"数学与应用数学, 电子信息工程, 自动化, 土木工程, 安全工程",441,33766
2023,江苏海洋大学,45702,江苏海大(02),"汉语言文学, 日语, 新闻学, 工商管理, 会计学",453,31094
2023,南京特殊教育师范学院,45801,南京特师(01),"数学与应用数学(师范类), 软件工程, 数据科学与大数据技术, 听力与言语康复学",458,29925
2023,南京特殊教育师范学院,45802,南京特师(02),"学前教育(师范类), 小学教育(师范类), 特殊教育(师范类), 教育康复学(师范类), 孤独症儿童教育(师范类), 汉语言文学(师范类), 手语翻译, 英语(师范类), 财务管理, 公共事业管理, 无障碍管理",436,34853
2023,南通理工学院,45901,南通理工(01),"数字经济, 金融工程, 工程造价, 标准化工程",405,40830
2023,南通理工学院,45902,南通理工(02),"市场营销, 财务管理, 酒店管理",410,39977
2023,东南大学成贤学院,46001,东南成贤(01),交通工程,434,35259
2023,东南大学成贤学院,46002,东南成贤(02),"税收学, 市场营销, 会计学, 财务管理, 供应链管理, 电子商务",430,36113
2023,无锡太湖学院,46101,太湖学院(01),"金融学, 国际经济与贸易, 英语, 工商管理, 市场营销, 会计学, 财务管理, 人力资源管理, 审计学",407,40512
2023,南京理工大学紫金学院,46201,南理紫金(01),"电气工程及其自动化, 通信工程, 人工智能, 软件工程",431,35904
2023,南京理工大学紫金学院,46202,南理紫金(02),"金融学, 国际经济与贸易, 英语, 会计学, 公共事业管理",427,36712
2023,南京航空航天大学金城学院,46301,南航金城(01),"人工智能, 机器人工程",416,38855
2023,南京航空航天大学金城学院,46302,南航金城(02),"金融学, 国际经济与贸易, 英语, 会计学",422,37730
2023,南京传媒学院,46401,南京传媒(01),"新闻传播学类, 时尚传播, 国际新闻与传播, 文化产业管理, 跨境电子商务, 电影学, 戏剧影视文学, 广播电视编导",457,30168
2023,南京师范大学泰州学院,46501,南师泰州(01),"数学与应用数学(师范类), 计算机科学与技术, 数据科学与大数据技术",430,36113
2023,南京师范大学泰州学院,46502,南师泰州(02),"国际经济与贸易, 法学, 小学教育(师范类), 汉语言文学(师范类), 汉语言文学, 英语(师范类), 英语, 财务管理, 行政管理",421,37931
2023,南京工业大学浦江学院,46601,南工浦江(01),"电气工程及其自动化, 自动化, 计算机科学与技术, 建筑环境与能源应用工程, 给排水科学与工程, 交通工程",409,40174
2023,南京工业大学浦江学院,46602,南工浦江(02),"建筑学, 工程管理",420,38092
2023,南京工业大学浦江学院,46603,南工浦江(03),"工商管理, 市场营销, 财务管理, 慈善管理, 酒店管理",421,37931
2023,南京医科大学康达学院,46701,南医康达(01),"医学信息工程, 临床医学, 预防医学, 药学, 卫生检验与检疫",440,33965
2023,南京医科大学康达学院,46702,南医康达(02),护理学,419,38271
2023,无锡学院,46901,无锡学院(01),"大气科学, 电气工程及其自动化, 电子科学与技术, 计算机科学与技术, 网络工程, 物联网工程, 环境科学与工程",439,34170
2023,无锡学院,46902,无锡学院(02),"国际经济与贸易, 法学, 会计学, 财务管理",459,29706
2023,苏州城市学院,47001,苏州城院(01),"机械工程, 物联网工程",454,30852
2023,苏州城市学院,47002,苏州城院(02),"法学, 日语, 会计学",438,34431
2023,苏州大学应用技术学院,47101,苏大应用(01),"投资学, 国际经济与贸易, 广告学, 市场营销, 物流管理, 电子商务",422,37730
2023,江苏大学京江学院,47301,江大京江(01),"英语, 会计学",419,38271
2023,南京邮电大学通达学院,47401,南邮通达(01),"金融工程, 大数据管理与应用",440,33965
2023,江苏科技大学苏州理工学院,47501,江科苏理(01),"计算机科学与技术, 船舶与海洋工程",432,35697
2023,江苏科技大学苏州理工学院,47502,江科苏理(02),"英语, 物流管理",424,37331
2023,南通大学杏林学院,47601,南通杏林(01),"英语, 日语, 人力资源管理",405,40830
2023,南通大学杏林学院,47602,南通杏林(02),"经济统计学, 微电子科学与工程, 计算机科学与技术, 软件工程",412,39601
2023,南京审计大学金审学院,47701,南审金审(01),"计算机科学与技术, 信息安全",421,37931
2023,南京审计大学金审学院,47702,南审金审(02),信息管理与信息系统,420,38092
2023,西交利物浦大学,47801,西浦大学(01),"数学类(中外合作办学)(“2+2 模式), 生物科学类(中外合作办学), 电子信息类(中外合作办学)",539,10105
2023,西交利物浦大学,47802,西浦大学(02),金融学类(中外合作办学),538,10340
2023,西交利物浦大学,47803,西浦大学(03),"外国语言文学类(中外合作办学), 工商管理类(中外合作办学)",543,9179
2023,徐州医科大学,47901,徐州医大(01),"临床医学, 麻醉学, 药学",520,14672
2023,南京艺术学院,48001,南京艺术(01),智能交互设计,500,19672
2023,南京晓庄学院,48101,南京晓庄(01),"学前教育(师范类), 小学教育(师范类), 商务英语",504,18635
2023,宿迁学院,48201,宿迁学院(01),"机械设计制造及其自动化, 材料成型及控制工程, 材料科学与工程, 自动化",439,34170
2023,宿迁学院,48202,宿迁学院(02),行政管理,425,37110
2023,浙江大学,49101,浙江大学(01),"工科试验班(信息), 工科试验班(竺可桢学院图灵班), 理科试验班类, 人工智能(荣誉项目班)",580,2393
2023,浙江大学,49102,浙江大学(02),"社会科学试验班(竺可桢学院人文社科实验班), 社会科学试验班, 社会科学试验班(智能财务荣誉项目班)",580,2393
2023,杭州电子科技大学,49201,杭州电子(01),"工业设计, 材料科学与工程, 电子信息类(通信学院), 计算机类",500,19672
2023,杭州电子科技大学,49202,杭州电子(02),"经济学类, 金融学, 社会学, 汉语国际教育, 英语, 德语",537,10565
2023,浙江工业大学,49301,浙江工大(01),"工业设计, 计算机类",531,11977
2023,浙江工业大学,49302,浙江工大(02),"金融学, 国际经济与贸易, 法学",523,13919
2023,浙江工业大学,49303,浙江工大(03),建筑类,505,18398
2023,浙江工业大学,49304,浙江工大(04),软件工程(中外合作办学),517,15390
2023,浙江理工大学,49401,浙江理工(01),"生物科学类, 材料类, 纺织类",493,21430
2023,浙江理工大学,49403,浙江理工(03),"经济与贸易类, 工商管理类, 行政管理",515,15916
2023,浙江海洋大学,49501,浙江海洋(01),"生物科学, 电气工程及其自动化, 电子信息工程, 机器人工程, 数据科学与大数据技术, 船舶与海洋工程, 食品科学与工程, 药学",451,31584
2023,浙江农林大学,49601,浙江农林(01),"应用化学, 应用统计学, 高分子材料与工程, 环境科学与工程, 食品科学与工程, 食品质量与安全, 生物制药, 动物科学, 动物医学",483,23814
2023,浙江农林大学,49602,浙江农林(02),"国际经济与贸易, 城乡规划, 风景园林, 文化产业管理(茶文化方向)",492,21695
2023,温州医科大学,49701,温州医大(01),"基础医学(周健创新班), 临床医学(5+3一体化), 临床医学(检验医师培养试验班), 临床医学(新医科交大医学班), 临床医学, 临床医学(5+3一体化,儿科学方向), 眼视光医学(5+3一体化), 眼视光医学, 精神医学, 儿科学, 口腔医学",543,9179
2023,温州医科大学,49702,温州医大(02),临床医学(中外合作办学),558,6028
2023,浙江师范大学,49801,浙江师大(01),"科学教育(师范类), 数学与应用数学(师范类), 工业设计, 智能制造工程, 光电信息科学与工程, 机器人工程, 计算机类〔含计算机科学与技术(师范)、计算机科学与技术(非师范)、软件工程、智能科学与技术专业〕, 交通运输, 环境科学与工程, 药学",496,20653
2023,浙江师范大学,49802,浙江师大(02),"日语, 工商管理类",510,17139
2023,浙江师范大学,49803,浙江师大(03),小学教育(中外合作办学)(师范类),492,21695
2023,杭州师范大学,49901,杭州师大(01),"统计学, 数据科学与大数据技术",488,22656
2023,杭州师范大学,49902,杭州师大(02),"数字经济, 金融工程, 教育技术学(师范类), 大数据管理与应用, 电子商务(数字商务创新实验班)",485,23334
2023,杭州师范大学,49903,杭州师大(03),"经济学, 法学, 知识产权, 社会工作, 日语, 国际商务, 公共事业管理(卫生事业管理方向), 行政管理, 健康服务与管理",487,22878
2023,湖州师范学院,50001,湖州师范(01),"电子信息工程, 计算机科学与技术, 数据科学与大数据技术, 制药工程, 生物工程",465,28319
2023,湖州师范学院,50002,湖州师范(02),"临床医学, 口腔医学",440,33965
2023,湖州师范学院,50003,湖州师范(03),"金融工程, 建筑学",524,13663
2023,湖州师范学院,50004,湖州师范(04),护理学,448,32236
2023,湖州师范学院,50005,湖州师范(05),"知识产权, 学前教育(师范类), 小学教育(师范类), 英语(师范类), 俄语, 新闻学, 财务管理, 电子商务",495,20893
2023,浙江工商大学,50101,浙江工商(01),"电子信息类, 计算机类, 食品科学与工程类",499,19921
2023,浙江工商大学,50102,浙江工商(02),"法学类, 汉语言文学, 法语, 阿拉伯语, 新闻传播学类, 旅游管理类",520,14672
2023,嘉兴大学,50201,嘉兴学院(01),"机械设计制造及其自动化, 工业设计, 通信工程, 计算机科学与技术, 软件工程, 网络工程, 数据科学与大数据技术, 土木工程, 建筑环境与能源应用工程",454,30852
2023,嘉兴大学,50202,嘉兴学院(02),"金融学, 国际经济与贸易, 日语, 市场营销, 财务管理, 人力资源管理",439,34170
